Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US34025,34025,"Monmouth County, New Jersey",629754,*****
0500000US34027,34027,"Morris County, New Jersey",497591,*****
0500000US34029,34029,"Ocean County, New Jersey",581223,*****
0500000US34031,34031,"Passaic County, New Jersey",504475,*****
0500000US34033,34033,"Salem County, New Jersey",65651,*****
0500000US34035,34035,"Somerset County, New Jersey",328432,*****
0500000US34037,34037,"Sussex County, New Jersey",147114,*****
0500000US34039,34039,"Union County, New Jersey",544223,*****
0500000US34041,34041,"Warren County, New Jersey",107790,*****
0500000US35001,35001,"Bernalillo County, New Mexico",672027,*****
0500000US35005,35005,"Chaves County, New Mexico",65749,*****
0500000US35006,35006,"Cibola County, New Mexico",27358,*****
0500000US35009,35009,"Curry County, New Mexico",50328,*****
0500000US35013,35013,"Doña Ana County, New Mexico",213395,*****
0500000US35015,35015,"Eddy County, New Mexico",54646,*****
0500000US35017,35017,"Grant County, New Mexico",29369,*****
0500000US35025,35025,"Lea County, New Mexico",66424,*****
0500000US35027,35027,"Lincoln County, New Mexico",20268,*****
0500000US35029,35029,"Luna County, New Mexico",24924,*****
0500000US35031,35031,"McKinley County, New Mexico",73175,*****
0500000US35035,35035,"Otero County, New Mexico",65678,*****
0500000US35039,35039,"Rio Arriba County, New Mexico",40246,*****
0500000US35041,35041,"Roosevelt County, New Mexico",20239,*****
0500000US35043,35043,"Sandoval County, New Mexico",135387,*****
0500000US35045,35045,"San Juan County, New Mexico",127620,*****
0500000US35047,35047,"San Miguel County, New Mexico",28919,*****
0500000US35049,35049,"Santa Fe County, New Mexico",146429,*****
0500000US35055,35055,"Taos County, New Mexico",32931,*****
0500000US35061,35061,"Valencia County, New Mexico",76583,*****
0500000US36001,36001,"Albany County, New York",305890,*****
0500000US36003,36003,"Allegany County, New York",48385,*****
0500000US36005,36005,"Bronx County, New York",1407535,*****
0500000US36007,36007,"Broome County, New York",198379,*****
0500000US36009,36009,"Cattaraugus County, New York",79321,*****
0500000US36011,36011,"Cayuga County, New York",79610,*****
0500000US36013,36013,"Chautauqua County, New York",133584,*****
0500000US36015,36015,"Chemung County, New York",88864,*****
0500000US36017,36017,"Chenango County, New York",49878,*****
0500000US36019,36019,"Clinton County, New York",81666,*****
0500000US36021,36021,"Columbia County, New York",62445,*****
0500000US36023,36023,"Cortland County, New York",49247,*****
0500000US36025,36025,"Delaware County, New York",47145,*****
0500000US36027,36027,"Dutchess County, New York",297435,*****
0500000US36029,36029,"Erie County, New York",919332,*****
0500000US36031,36031,"Essex County, New York",39046,*****
0500000US36033,36033,"Franklin County, New York",51699,*****
0500000US36035,36035,"Fulton County, New York",54941,*****
0500000US36037,36037,"Genesee County, New York",59796,*****
0500000US36039,36039,"Greene County, New York",48714,*****
0500000US36043,36043,"Herkimer County, New York",64442,*****
0500000US36045,36045,"Jefferson County, New York",119580,*****
0500000US36047,36047,"Kings County, New York",2567201,*****
0500000US36049,36049,"Lewis County, New York",27141,*****
0500000US36051,36051,"Livingston County, New York",64875,*****
0500000US36053,36053,"Madison County, New York",72543,*****
0500000US36055,36055,"Monroe County, New York",748221,*****
0500000US36057,36057,"Montgomery County, New York",49932,*****
0500000US36059,36059,"Nassau County, New York",1348563,*****
0500000US36061,36061,"New York County, New York",1618266,*****
0500000US36063,36063,"Niagara County, New York",214928,*****
0500000US36065,36065,"Oneida County, New York",233856,*****
0500000US36067,36067,"Onondaga County, New York",467650,*****
0500000US36069,36069,"Ontario County, New York",108760,*****
0500000US36071,36071,"Orange County, New York",374662,*****
0500000US36073,36073,"Orleans County, New York",42498,*****
0500000US36075,36075,"Oswego County, New York",121594,*****
0500000US36077,36077,"Otsego County, New York",61879,*****
0500000US36079,36079,"Putnam County, New York",99731,*****
0500000US36081,36081,"Queens County, New York",2276634,*****
0500000US36083,36083,"Rensselaer County, New York",159767,*****
0500000US36085,36085,"Richmond County, New York",471486,*****
0500000US36087,36087,"Rockland County, New York",318064,*****
0500000US36089,36089,"St. Lawrence County, New York",112180,*****
0500000US36091,36091,"Saratoga County, New York",222411,*****
0500000US36093,36093,"Schenectady County, New York",155046,*****
0500000US36095,36095,"Schoharie County, New York",32192,*****
0500000US36099,36099,"Seneca County, New York",35418,*****
0500000US36101,36101,"Steuben County, New York",98955,*****
0500000US36103,36103,"Suffolk County, New York",1499091,*****
0500000US36105,36105,"Sullivan County, New York",76861,*****
0500000US36107,36107,"Tioga County, New York",50556,*****
0500000US36109,36109,"Tompkins County, New York",102726,*****
0500000US36111,36111,"Ulster County, New York",181806,*****
0500000US36113,36113,"Warren County, New York",65516,*****
0500000US36115,36115,"Washington County, New York",63262,*****
0500000US36117,36117,"Wayne County, New York",92913,*****
0500000US36119,36119,"Westchester County, New York",962233,*****
0500000US36121,36121,"Wyoming County, New York",41760,*****
0500000US36123,36123,"Yates County, New York",25269,*****
0500000US37001,37001,"Alamance County, North Carolina",153623,*****
0500000US37003,37003,"Alexander County, North Carolina",37010,*****
0500000US37007,37007,"Anson County, North Carolina",26346,*****
0500000US37009,37009,"Ashe County, North Carolina",27164,*****
0500000US37013,37013,"Beaufort County, North Carolina",47537,*****
0500000US37015,37015,"Bertie County, North Carolina",20638,*****
0500000US37017,37017,"Bladen County, North Carolina",34937,*****
0500000US37019,37019,"Brunswick County, North Carolina",112588,*****
0500000US37021,37021,"Buncombe County, North Carolina",244612,*****
0500000US37023,37023,"Burke County, North Carolina",90340,*****
0500000US37025,37025,"Cabarrus County, North Carolina",184170,*****
0500000US37027,37027,"Caldwell County, North Carolina",82078,*****
0500000US37031,37031,"Carteret County, North Carolina",67858,*****
0500000US37033,37033,"Caswell County, North Carolina",23298,*****
0500000US37035,37035,"Catawba County, North Carolina",154416,*****
0500000US37037,37037,"Chatham County, North Carolina",65991,*****
0500000US37039,37039,"Cherokee County, North Carolina",27137,*****
0500000US37045,37045,"Cleveland County, North Carolina",97367,*****
0500000US37047,37047,"Columbus County, North Carolina",57558,*****
0500000US37049,37049,"Craven County, North Carolina",104791,*****
0500000US37051,37051,"Cumberland County, North Carolina",324222,*****
0500000US37053,37053,"Currituck County, North Carolina",24139,*****
0500000US37055,37055,"Dare County, North Carolina",34592,*****
0500000US37057,37057,"Davidson County, North Carolina",163190,*****
0500000US37059,37059,"Davie County, North Carolina",41445,*****
0500000US37061,37061,"Duplin County, North Carolina",59900,*****
0500000US37063,37063,"Durham County, North Carolina",282112,*****
0500000US37065,37065,"Edgecombe County, North Carolina",55797,*****
0500000US37067,37067,"Forsyth County, North Carolina",357815,*****
0500000US37069,37069,"Franklin County, North Carolina",61672,*****
0500000US37071,37071,"Gaston County, North Carolina",208105,*****
0500000US37077,37077,"Granville County, North Carolina",57957,*****
0500000US37079,37079,"Greene County, North Carolina",21425,*****
0500000US37081,37081,"Guilford County, North Carolina",500931,*****
0500000US37083,37083,"Halifax County, North Carolina",53903,*****
0500000US37085,37085,"Harnett County, North Carolina",122124,*****
0500000US37087,37087,"Haywood County, North Carolina",58883,*****
0500000US37089,37089,"Henderson County, North Carolina",108386,*****
0500000US37091,37091,"Hertford County, North Carolina",24465,*****
0500000US37093,37093,"Hoke County, North Carolina",50441,*****
0500000US37097,37097,"Iredell County, North Carolina",162762,*****
0500000US37099,37099,"Jackson County, North Carolina",40534,*****
0500000US37101,37101,"Johnston County, North Carolina",175172,*****
0500000US37105,37105,"Lee County, North Carolina",59471,*****
0500000US37107,37107,"Lenoir County, North Carolina",59175,*****
0500000US37109,37109,"Lincoln County, North Carolina",79278,*****
0500000US37111,37111,"McDowell County, North Carolina",44961,*****
0500000US37113,37113,"Macon County, North Carolina",33845,*****
0500000US37115,37115,"Madison County, North Carolina",20910,*****
0500000US37117,37117,"Martin County, North Carolina",23957,*****
0500000US37119,37119,"Mecklenburg County, North Carolina",967906,*****
0500000US37123,37123,"Montgomery County, North Carolina",27698,*****
0500000US37125,37125,"Moore County, North Carolina",90439,*****
0500000US37127,37127,"Nash County, North Carolina",95497,*****
0500000US37129,37129,"New Hanover County, North Carolina",209492,*****
0500000US37131,37131,"Northampton County, North Carolina",21372,*****
0500000US37133,37133,"Onslow County, North Carolina",182352,*****
0500000US37135,37135,"Orange County, North Carolina",137927,*****
0500000US37139,37139,"Pasquotank County, North Carolina",40282,*****
0500000US37141,37141,"Pender County, North Carolina",54337,*****
0500000US37145,37145,"Person County, North Carolina",39345,*****
0500000US37147,37147,"Pitt County, North Carolina",172672,*****
0500000US37149,37149,"Polk County, North Carolina",20310,*****
0500000US37151,37151,"Randolph County, North Carolina",142386,*****
0500000US37153,37153,"Richmond County, North Carolina",46498,*****
0500000US37155,37155,"Robeson County, North Carolina",135080,*****
0500000US37157,37157,"Rockingham County, North Carolina",92573,*****
0500000US37159,37159,"Rowan County, North Carolina",138140,*****
0500000US37161,37161,"Rutherford County, North Carolina",67224,*****
0500000US37163,37163,"Sampson County, North Carolina",63924,*****
0500000US37165,37165,"Scotland County, North Carolina",36199,*****
0500000US37167,37167,"Stanly County, North Carolina",60530,*****
0500000US37169,37169,"Stokes County, North Carolina",46852,*****
0500000US37171,37171,"Surry County, North Carolina",73402,*****
0500000US37175,37175,"Transylvania County, North Carolina",32845,*****
0500000US37179,37179,"Union County, North Carolina",208808,*****
0500000US37181,37181,"Vance County, North Carolina",45008,*****
0500000US37183,37183,"Wake County, North Carolina",951834,*****
0500000US37185,37185,"Warren County, North Carolina",20691,*****
0500000US37189,37189,"Watauga County, North Carolina",52026,*****
0500000US37191,37191,"Wayne County, North Carolina",124262,*****
0500000US37193,37193,"Wilkes County, North Carolina",69144,*****
0500000US37195,37195,"Wilson County, North Carolina",81624,*****
0500000US37197,37197,"Yadkin County, North Carolina",38131,*****
0500000US38015,38015,"Burleigh County, North Dakota",85907,*****
0500000US38017,38017,"Cass County, North Dakota",157420,*****
0500000US38035,38035,"Grand Forks County, North Dakota",67773,*****
0500000US38059,38059,"Morton County, North Dakota",28254,*****
0500000US38089,38089,"Stark County, North Dakota",26734,*****
0500000US38093,38093,"Stutsman County, North Dakota",21035,*****
0500000US38101,38101,"Ward County, North Dakota",65911,*****
0500000US38105,38105,"Williams County, North Dakota",26909,*****
0500000US39001,39001,"Adams County, Ohio",28319,*****
0500000US39003,39003,"Allen County, Ohio",105528,*****
0500000US39005,39005,"Ashland County, Ohio",53179,*****
0500000US39007,39007,"Ashtabula County, Ohio",100391,*****
0500000US39009,39009,"Athens County, Ohio",64746,*****
0500000US39011,39011,"Auglaize County, Ohio",45865,*****
0500000US39013,39013,"Belmont County, Ohio",69740,*****
0500000US39015,39015,"Brown County, Ohio",44467,*****
0500000US39017,39017,"Butler County, Ohio",370842,*****
0500000US39019,39019,"Carroll County, Ohio",28574,*****
0500000US39021,39021,"Champaign County, Ohio",39648,*****
0500000US39023,39023,"Clark County, Ohio",137031,*****
0500000US39025,39025,"Clermont County, Ohio",199290,*****
0500000US39027,39027,"Clinton County, Ohio",41921,*****
0500000US39029,39029,"Columbiana County, Ohio",106535,*****
0500000US39031,39031,"Coshocton County, Ohio",36841,*****
0500000US39033,39033,"Crawford County, Ohio",43012,*****
0500000US39035,39035,"Cuyahoga County, Ohio",1266434,*****
0500000US39037,39037,"Darke County, Ohio",52514,*****
0500000US39039,39039,"Defiance County, Ohio",38794,*****
0500000US39041,39041,"Delaware County, Ohio",181601,*****
0500000US39043,39043,"Erie County, Ohio",76357,*****
0500000US39045,39045,"Fairfield County, Ohio",147901,*****
0500000US39047,39047,"Fayette County, Ohio",28853,*****
0500000US39049,39049,"Franklin County, Ohio",1195915,*****
0500000US39051,39051,"Fulton County, Ohio",42532,*****
0500000US39053,39053,"Gallia County, Ohio",30794,*****
0500000US39055,39055,"Geauga County, Ohio",93729,*****
0500000US39057,39057,"Greene County, Ohio",163425,*****
0500000US39059,39059,"Guernsey County, Ohio",39776,*****
0500000US39061,39061,"Hamilton County, Ohio",802659,*****
0500000US39063,39063,"Hancock County, Ohio",75519,*****
0500000US39065,39065,"Hardin County, Ohio",31716,*****
0500000US39069,39069,"Henry County, Ohio",28132,*****
0500000US39071,39071,"Highland County, Ohio",43264,*****
0500000US39073,39073,"Hocking County, Ohio",29171,*****
0500000US39075,39075,"Holmes County, Ohio",43152,*****
0500000US39077,39077,"Huron County, Ohio",59201,*****
0500000US39079,39079,"Jackson County, Ohio",32938,*****
0500000US39081,39081,"Jefferson County, Ohio",68400,*****
0500000US39083,39083,"Knox County, Ohio",60967,*****
0500000US39085,39085,"Lake County, Ohio",229760,*****
0500000US39087,39087,"Lawrence County, Ohio",62144,*****
0500000US39089,39089,"Licking County, Ohio",167777,*****
0500000US39091,39091,"Logan County, Ohio",45519,*****
0500000US39093,39093,"Lorain County, Ohio",302084,*****
0500000US39095,39095,"Lucas County, Ohio",437788,*****
0500000US39097,39097,"Madison County, Ohio",43111,*****
0500000US39099,39099,"Mahoning County, Ohio",235449,*****
0500000US39101,39101,"Marion County, Ohio",66221,*****
0500000US39103,39103,"Medina County, Ohio",174016,*****
0500000US39105,39105,"Meigs County, Ohio",23599,*****
0500000US39107,39107,"Mercer County, Ohio",40812,*****
0500000US39109,39109,"Miami County, Ohio",103114,*****
0500000US39113,39113,"Montgomery County, Ohio",536342,*****
0500000US39117,39117,"Morrow County, Ohio",34976,*****
0500000US39119,39119,"Muskingum County, Ohio",85795,*****
0500000US39123,39123,"Ottawa County, Ohio",41320,*****
0500000US39127,39127,"Perry County, Ohio",36072,*****
0500000US39129,39129,"Pickaway County, Ohio",56220,*****
0500000US39131,39131,"Pike County, Ohio",28509,*****
0500000US39133,39133,"Portage County, Ohio",163945,*****
0500000US39135,39135,"Preble County, Ohio",41881,*****
0500000US39137,39137,"Putnam County, Ohio",34222,*****
0500000US39139,39139,"Richland County, Ohio",122485,*****
0500000US39141,39141,"Ross County, Ohio",77677,*****
0500000US39143,39143,"Sandusky County, Ohio",60382,*****
0500000US39145,39145,"Scioto County, Ohio",78661,*****
0500000US39147,39147,"Seneca County, Ohio",56121,*****
0500000US39149,39149,"Shelby County, Ohio",49231,*****
0500000US39151,39151,"Stark County, Ohio",375015,*****
0500000US39153,39153,"Summit County, Ohio",541408,*****
0500000US39155,39155,"Trumbull County, Ohio",207583,*****
0500000US39157,39157,"Tuscarawas County, Ohio",92504,*****
0500000US39159,39159,"Union County, Ohio",53063,*****
0500000US39161,39161,"Van Wert County, Ohio",28635,*****
0500000US39165,39165,"Warren County, Ohio",217295,*****
0500000US39167,39167,"Washington County, Ohio",61449,*****
0500000US39169,39169,"Wayne County, Ohio",114889,*****
0500000US39171,39171,"Williams County, Ohio",37547,*****
0500000US39173,39173,"Wood County, Ohio",128433,*****
0500000US39175,39175,"Wyandot County, Ohio",22560,*****
0500000US40001,40001,"Adair County, Oklahoma",22312,*****
0500000US40009,40009,"Beckham County, Oklahoma",23054,*****
0500000US40013,40013,"Bryan County, Oklahoma",43626,*****
0500000US40015,40015,"Caddo County, Oklahoma",29631,*****
0500000US40017,40017,"Canadian County, Oklahoma",122738,*****
0500000US40019,40019,"Carter County, Oklahoma",48160,*****
0500000US40021,40021,"Cherokee County, Oklahoma",47933,*****
0500000US40027,40027,"Cleveland County, Oklahoma",265505,*****
0500000US40031,40031,"Comanche County, Oklahoma",125849,*****
0500000US40037,40037,"Creek County, Oklahoma",70521,*****
0500000US40039,40039,"Custer County, Oklahoma",28562,*****
0500000US40041,40041,"Delaware County, Oklahoma",41385,*****
0500000US40047,40047,"Garfield County, Oklahoma",61353,*****
0500000US40049,40049,"Garvin County, Oklahoma",27314,*****
0500000US40051,40051,"Grady County, Oklahoma",53187,*****
0500000US40065,40065,"Jackson County, Oklahoma",26225,*****
0500000US40071,40071,"Kay County, Oklahoma",45786,*****
0500000US40079,40079,"Le Flore County, Oklahoma",49951,*****
0500000US40081,40081,"Lincoln County, Oklahoma",34282,*****
0500000US40083,40083,"Logan County, Oklahoma",43734,*****
0500000US40087,40087,"McClain County, Oklahoma",35744,*****
0500000US40089,40089,"McCurtain County, Oklahoma",33176,*****
0500000US40091,40091,"McIntosh County, Oklahoma",20449,*****
0500000US40097,40097,"Mayes County, Oklahoma",41053,*****
0500000US40101,40101,"Muskogee County, Oklahoma",70503,*****
0500000US40109,40109,"Oklahoma County, Oklahoma",742641,*****
0500000US40111,40111,"Okmulgee County, Oklahoma",39604,*****
0500000US40113,40113,"Osage County, Oklahoma",48038,*****
0500000US40115,40115,"Ottawa County, Oklahoma",32133,*****
0500000US40119,40119,"Payne County, Oklahoma",78403,*****
0500000US40121,40121,"Pittsburg County, Oklahoma",45132,*****
0500000US40123,40123,"Pontotoc County, Oklahoma",37876,*****
0500000US40125,40125,"Pottawatomie County, Oklahoma",70693,*****
0500000US40131,40131,"Rogers County, Oklahoma",88351,*****
0500000US40133,40133,"Seminole County, Oklahoma",25446,*****
0500000US40135,40135,"Sequoyah County, Oklahoma",41522,*****
0500000US40137,40137,"Stephens County, Oklahoma",44918,*****
0500000US40139,40139,"Texas County, Oklahoma",21615,*****
0500000US40143,40143,"Tulsa County, Oklahoma",615059,*****
0500000US40145,40145,"Wagoner County, Oklahoma",74949,*****
0500000US40147,40147,"Washington County, Oklahoma",51602,*****
0500000US40153,40153,"Woodward County, Oklahoma",20654,*****
0500000US41003,41003,"Benton County, Oregon",86346,*****
0500000US41005,41005,"Clackamas County, Oregon",383890,*****
0500000US41007,41007,"Clatsop County, Oregon",37252,*****
0500000US41009,41009,"Columbia County, Oregon",49310,*****
0500000US41011,41011,"Coos County, Oregon",62559,*****
0500000US41013,41013,"Crook County, Oregon",20722,*****
0500000US41015,41015,"Curry County, Oregon",22366,*****
0500000US41017,41017,"Deschutes County, Oregon",162547,*****
0500000US41019,41019,"Douglas County, Oregon",107133,*****
0500000US41027,41027,"Hood River County, Oregon",22561,*****
0500000US41029,41029,"Jackson County, Oregon",206619,*****
0500000US41031,41031,"Jefferson County, Oregon",21295,*****
0500000US41033,41033,"Josephine County, Oregon",82920,*****
0500000US41035,41035,"Klamath County, Oregon",66099,*****
0500000US41039,41039,"Lane County, Oregon",354738,*****
0500000US41041,41041,"Lincoln County, Oregon",46124,*****
0500000US41043,41043,"Linn County, Oregon",118450,*****
0500000US41045,41045,"Malheur County, Oregon",30630,*****
0500000US41047,41047,"Marion County, Oregon",320956,*****
0500000US41051,41051,"Multnomah County, Oregon",757738,*****
0500000US41053,41053,"Polk County, Oregon",76378,*****
0500000US41057,41057,"Tillamook County, Oregon",25355,*****
0500000US41059,41059,"Umatilla County, Oregon",76761,*****
0500000US41061,41061,"Union County, Oregon",25793,*****
0500000US41065,41065,"Wasco County, Oregon",25389,*****
0500000US41067,41067,"Washington County, Oregon",547336,*****
0500000US41071,41071,"Yamhill County, Oregon",100354,*****
0500000US42001,42001,"Adams County, Pennsylvania",101589,*****
0500000US42003,42003,"Allegheny County, Pennsylvania",1229582,*****
0500000US42005,42005,"Armstrong County, Pennsylvania",68373,*****
0500000US42007,42007,"Beaver County, Pennsylvania",170263,*****
0500000US42009,42009,"Bedford County, Pennsylvania",49273,*****
0500000US42011,42011,"Berks County, Pennsylvania",412916,*****
0500000US42013,42013,"Blair County, Pennsylvania",126839,*****
0500000US42015,42015,"Bradford County, Pennsylvania",62704,*****
0500000US42017,42017,"Bucks County, Pennsylvania",626612,*****
0500000US42019,42019,"Butler County, Pennsylvania",185098,*****
0500000US42021,42021,"Cambria County, Pennsylvania",141536,*****
0500000US42025,42025,"Carbon County, Pennsylvania",64983,*****
0500000US42027,42027,"Centre County, Pennsylvania",155032,*****
0500000US42029,42029,"Chester County, Pennsylvania",506406,*****
0500000US42031,42031,"Clarion County, Pennsylvania",39498,*****
0500000US42033,42033,"Clearfield County, Pennsylvania",81392,*****
0500000US42035,42035,"Clinton County, Pennsylvania",39733,*****
0500000US42037,42037,"Columbia County, Pennsylvania",66855,*****
0500000US42039,42039,"Crawford County, Pennsylvania",87719,*****
0500000US42041,42041,"Cumberland County, Pennsylvania",239118,*****
0500000US42043,42043,"Dauphin County, Pennsylvania",269939,*****
0500000US42045,42045,"Delaware County, Pennsylvania",560577,*****
0500000US42047,42047,"Elk County, Pennsylvania",31645,*****
0500000US42049,42049,"Erie County, Pennsylvania",280679,*****
0500000US42051,42051,"Fayette County, Pennsylvania",135598,*****
0500000US42055,42055,"Franklin County, Pennsylvania",151467,*****
0500000US42059,42059,"Greene County, Pennsylvania",38112,*****
0500000US42061,42061,"Huntingdon County, Pennsylvania",45863,*****
0500000US42063,42063,"Indiana County, Pennsylvania",88128,*****
0500000US42065,42065,"Jefferson County, Pennsylvania",44924,*****
0500000US42067,42067,"Juniata County, Pennsylvania",24865,*****
0500000US42069,42069,"Lackawanna County, Pennsylvania",214281,*****
0500000US42071,42071,"Lancaster County, Pennsylvania",526549,*****
0500000US42073,42073,"Lawrence County, Pennsylvania",89827,*****
0500000US42075,42075,"Lebanon County, Pennsylvania",135119,*****
0500000US42077,42077,"Lehigh County, Pennsylvania",354364,*****
0500000US42079,42079,"Luzerne County, Pennsylvania",320894,*****
0500000US42081,42081,"Lycoming County, Pennsylvania",116921,*****
0500000US42083,42083,"McKean County, Pennsylvania",43140,*****
0500000US42085,42085,"Mercer County, Pennsylvania",115650,*****
0500000US42087,42087,"Mifflin County, Pennsylvania",46725,*****
0500000US42089,42089,"Monroe County, Pennsylvania",168469,*****
0500000US42091,42091,"Montgomery County, Pennsylvania",808846,*****
0500000US42095,42095,"Northampton County, Pennsylvania",299174,*****
0500000US42097,42097,"Northumberland County, Pennsylvania",94366,*****
0500000US42099,42099,"Perry County, Pennsylvania",45715,*****
0500000US42101,42101,"Philadelphia County, Pennsylvania",1546770,*****
0500000US42103,42103,"Pike County, Pennsylvania",56964,*****
0500000US42107,42107,"Schuylkill County, Pennsylvania",147303,*****
0500000US42109,42109,"Snyder County, Pennsylvania",39754,*****
0500000US42111,42111,"Somerset County, Pennsylvania",76995,*****
0500000US42115,42115,"Susquehanna County, Pennsylvania",42677,*****
0500000US42117,42117,"Tioga County, Pennsylvania",42497,*****
0500000US42119,42119,"Union County, Pennsylvania",44967,*****
0500000US42121,42121,"Venango County, Pennsylvania",54304,*****
0500000US42123,42123,"Warren County, Pennsylvania",41187,*****
0500000US42125,42125,"Washington County, Pennsylvania",208253,*****
0500000US42127,42127,"Wayne County, Pennsylvania",51852,*****
0500000US42129,42129,"Westmoreland County, Pennsylvania",363379,*****
0500000US42131,42131,"Wyoming County, Pennsylvania",28120,*****
0500000US42133,42133,"York County, Pennsylvania",437720,*****
0500000US44001,44001,"Bristol County, Rhode Island",49071,*****
0500000US44003,44003,"Kent County, Rhode Island",165121,*****
0500000US44005,44005,"Newport County, Rhode Island",82310,*****
0500000US44007,44007,"Providence County, Rhode Island",628033,*****
0500000US44009,44009,"Washington County, Rhode Island",126187,*****
0500000US45001,45001,"Abbeville County, South Carolina",25067,*****
0500000US45003,45003,"Aiken County, South Carolina",163151,*****
0500000US45007,45007,"Anderson County, South Carolina",189510,*****
0500000US45011,45011,"Barnwell County, South Carolina",22258,*****
0500000US45013,45013,"Beaufort County, South Carolina",168024,*****
0500000US45015,45015,"Berkeley County, South Carolina",189319,*****
0500000US45019,45019,"Charleston County, South Carolina",365198,*****
0500000US45021,45021,"Cherokee County, South Carolina",55756,*****
0500000US45023,45023,"Chester County, South Carolina",32688,*****
0500000US45025,45025,"Chesterfield County, South Carolina",46324,*****
0500000US45027,45027,"Clarendon County, South Carolina",34457,*****
0500000US45029,45029,"Colleton County, South Carolina",38162,*****
0500000US45031,45031,"Darlington County, South Carolina",68129,*****
0500000US45033,45033,"Dillon County, South Carolina",31467,*****
0500000US45035,45035,"Dorchester County, South Carolina",142599,*****
0500000US45037,45037,"Edgefield County, South Carolina",26497,*****
0500000US45039,45039,"Fairfield County, South Carolina",23337,*****
0500000US45041,45041,"Florence County, South Carolina",137921,*****
0500000US45043,45043,"Georgetown County, South Carolina",60286,*****
0500000US45045,45045,"Greenville County, South Carolina",466628,*****
0500000US45047,45047,"Greenwood County, South Carolina",69772,*****
0500000US45049,45049,"Hampton County, South Carolina",20646,*****
0500000US45051,45051,"Horry County, South Carolina",282409,*****
0500000US45053,45053,"Jasper County, South Carolina",25956,*****
0500000US45055,45055,"Kershaw County, South Carolina",62253,*****
0500000US45057,45057,"Lancaster County, South Carolina",79130,*****
0500000US45059,45059,"Laurens County, South Carolina",66285,*****
0500000US45063,45063,"Lexington County, South Carolina",270190,*****
0500000US45067,45067,"Marion County, South Carolina",32412,*****
0500000US45069,45069,"Marlboro County, South Carolina",28205,*****
0500000US45071,45071,"Newberry County, South Carolina",37530,*****
0500000US45073,45073,"Oconee County, South Carolina",74634,*****
0500000US45075,45075,"Orangeburg County, South Carolina",91368,*****
0500000US45077,45077,"Pickens County, South Carolina",119674,*****
0500000US45079,45079,"Richland County, South Carolina",394174,*****
0500000US45081,45081,"Saluda County, South Carolina",19961,*****
0500000US45083,45083,"Spartanburg County, South Carolina",288628,*****
0500000US45085,45085,"Sumter County, South Carolina",107884,*****
0500000US45087,45087,"Union County, South Carolina",28321,*****
0500000US45089,45089,"Williamsburg County, South Carolina",33588,*****
0500000US45091,45091,"York County, South Carolina",234716,*****
0500000US46011,46011,"Brookings County, South Dakota",32574,*****
0500000US46013,46013,"Brown County, South Dakota",37369,*****
0500000US46029,46029,"Codington County, South Dakota",27613,*****
0500000US46081,46081,"Lawrence County, South Dakota",24526,*****
0500000US46083,46083,"Lincoln County, South Dakota",48254,*****
0500000US46093,46093,"Meade County, South Dakota",26269,*****
0500000US46099,46099,"Minnehaha County, South Dakota",175693,*****
0500000US46103,46103,"Pennington County, South Dakota",104195,*****
0500000US46135,46135,"Yankton County, South Dakota",22602,*****
0500000US47001,47001,"Anderson County, Tennessee",75379,*****
0500000US47003,47003,"Bedford County, Tennessee",45572,*****
0500000US47009,47009,"Blount County, Tennessee",124257,*****
0500000US47011,47011,"Bradley County, Tennessee",100951,*****
0500000US47013,47013,"Campbell County, Tennessee",40422,*****
0500000US47017,47017,"Carroll County, Tennessee",28559,*****
0500000US47019,47019,"Carter County, Tennessee",57390,*****
0500000US47021,47021,"Cheatham County, Tennessee",39260,*****
0500000US47025,47025,"Claiborne County, Tennessee",31763,*****
0500000US47029,47029,"Cocke County, Tennessee",35517,*****
0500000US47031,47031,"Coffee County, Tennessee",53151,*****
0500000US47035,47035,"Cumberland County, Tennessee",57023,*****
0500000US47037,47037,"Davidson County, Tennessee",647670,*****
0500000US47043,47043,"Dickson County, Tennessee",50180,*****
0500000US47045,47045,"Dyer County, Tennessee",38209,*****
0500000US47047,47047,"Fayette County, Tennessee",38575,*****
0500000US47051,47051,"Franklin County, Tennessee",40931,*****
0500000US47053,47053,"Gibson County, Tennessee",49674,*****
0500000US47055,47055,"Giles County, Tennessee",28992,*****
0500000US47057,47057,"Grainger County, Tennessee",22683,*****
0500000US47059,47059,"Greene County, Tennessee",68612,*****
0500000US47063,47063,"Hamblen County, Tennessee",62888,*****
0500000US47065,47065,"Hamilton County, Tennessee",345000,*****
0500000US47069,47069,"Hardeman County, Tennessee",26568,*****
0500000US47071,47071,"Hardin County, Tennessee",25986,*****
0500000US47073,47073,"Hawkins County, Tennessee",56689,*****
0500000US47077,47077,"Henderson County, Tennessee",28044,*****
0500000US47079,47079,"Henry County, Tennessee",32292,*****
0500000US47081,47081,"Hickman County, Tennessee",24291,*****
0500000US47089,47089,"Jefferson County, Tennessee",52016,*****
0500000US47093,47093,"Knox County, Tennessee",440800,*****
0500000US47097,47097,"Lauderdale County, Tennessee",27780,*****
0500000US47099,47099,"Lawrence County, Tennessee",42052,*****
0500000US47103,47103,"Lincoln County, Tennessee",33501,*****
0500000US47105,47105,"Loudon County, Tennessee",49753,*****
0500000US47107,47107,"McMinn County, Tennessee",52378,*****
